instant,dteday,season,year,month,hours,holiday,one_of_week,weather_situation,temp,atemp,humidity,wind_speed,casual,registered,count_cr,category_days,humidity_category,work_hours
7872,2011-11-29,Winter,2011,Nov,15,0,Tuesday,Light_rainsnow,0.4,0.4091,87.0,0.3284,5,60,65,Weekday,Terlalu Lembab,Work Hours
7873,2011-11-29,Winter,2011,Nov,16,0,Tuesday,Light_rainsnow,0.4,0.4091,87.0,0.2239,5,146,151,Weekday,Terlalu Lembab,Work Hours
7874,2011-11-29,Winter,2011,Nov,17,0,Tuesday,Misty,0.4,0.4091,87.0,0.2985,8,346,354,Weekday,Terlalu Lembab,Non-Work Hours
7875,2011-11-29,Winter,2011,Nov,18,0,Tuesday,Misty,0.4,0.4091,82.0,0.2985,11,347,358,Weekday,Terlalu Lembab,Non-Work Hours
7876,2011-11-29,Winter,2011,Nov,19,0,Tuesday,Misty,0.4,0.4091,82.0,0.3284,6,244,250,Weekday,Terlalu Lembab,Non-Work Hours
7877,2011-11-29,Winter,2011,Nov,20,0,Tuesday,Misty,0.38,0.3939,87.0,0.2537,8,176,184,Weekday,Terlalu Lembab,Non-Work Hours
7878,2011-11-29,Winter,2011,Nov,21,0,Tuesday,Misty,0.38,0.3939,87.0,0.2537,9,116,125,Weekday,Terlalu Lembab,Non-Work Hours
7879,2011-11-29,Winter,2011,Nov,22,0,Tuesday,Clear,0.38,0.3939,82.0,0.2985,5,90,95,Weekday,Terlalu Lembab,Non-Work Hours
7880,2011-11-29,Winter,2011,Nov,23,0,Tuesday,Clear,0.36,0.3333,76.0,0.3881,0,53,53,Weekday,Terlalu Lembab,Non-Work Hours
7881,2011-11-30,Winter,2011,Nov,0,0,Wednesday,Clear,0.36,0.3333,62.0,0.4179,1,23,24,Weekday,Ideal,Non-Work Hours
7882,2011-11-30,Winter,2011,Nov,1,0,Wednesday,Clear,0.34,0.303,66.0,0.3284,0,8,8,Weekday,Terlalu Lembab,Non-Work Hours
7883,2011-11-30,Winter,2011,Nov,2,0,Wednesday,Clear,0.32,0.3182,70.0,0.1642,0,5,5,Weekday,Terlalu Lembab,Non-Work Hours
7884,2011-11-30,Winter,2011,Nov,3,0,Wednesday,Clear,0.32,0.3182,70.0,0.1642,0,1,1,Weekday,Terlalu Lembab,Non-Work Hours
7885,2011-11-30,Winter,2011,Nov,4,0,Wednesday,Clear,0.3,0.2879,75.0,0.2239,0,5,5,Weekday,Terlalu Lembab,Non-Work Hours
7886,2011-11-30,Winter,2011,Nov,5,0,Wednesday,Clear,0.28,0.2727,81.0,0.194,1,21,22,Weekday,Terlalu Lembab,Non-Work Hours
7887,2011-11-30,Winter,2011,Nov,6,0,Wednesday,Clear,0.26,0.2727,87.0,0.1045,3,100,103,Weekday,Terlalu Lembab,Non-Work Hours
7888,2011-11-30,Winter,2011,Nov,7,0,Wednesday,Clear,0.26,0.2727,81.0,0.1045,9,276,285,Weekday,Terlalu Lembab,Work Hours
7889,2011-11-30,Winter,2011,Nov,8,0,Wednesday,Clear,0.28,0.2727,81.0,0.194,13,465,478,Weekday,Terlalu Lembab,Work Hours
7890,2011-11-30,Winter,2011,Nov,9,0,Wednesday,Clear,0.3,0.2879,75.0,0.2836,7,186,193,Weekday,Terlalu Lembab,Work Hours
7891,2011-11-30,Winter,2011,Nov,10,0,Wednesday,Clear,0.34,0.3182,66.0,0.2239,15,95,110,Weekday,Terlalu Lembab,Work Hours
7892,2011-11-30,Winter,2011,Nov,11,0,Wednesday,Clear,0.38,0.3939,54.0,0.2985,10,112,122,Weekday,Ideal,Work Hours
7893,2011-11-30,Winter,2011,Nov,12,0,Wednesday,Misty,0.36,0.3333,53.0,0.2836,12,148,160,Weekday,Ideal,Work Hours
7894,2011-11-30,Winter,2011,Nov,13,0,Wednesday,Misty,0.38,0.3939,43.0,0.3582,16,131,147,Weekday,Terlalu kering,Work Hours
7895,2011-11-30,Winter,2011,Nov,14,0,Wednesday,Misty,0.38,0.3939,43.0,0.3582,13,99,112,Weekday,Terlalu kering,Work Hours
7896,2011-11-30,Winter,2011,Nov,15,0,Wednesday,Clear,0.36,0.3333,46.0,0.3284,11,104,115,Weekday,Ideal,Work Hours
7897,2011-11-30,Winter,2011,Nov,16,0,Wednesday,Clear,0.36,0.3333,46.0,0.2836,27,199,226,Weekday,Ideal,Work Hours
7898,2011-11-30,Winter,2011,Nov,17,0,Wednesday,Misty,0.34,0.303,49.0,0.3284,15,365,380,Weekday,Ideal,Non-Work Hours
7899,2011-11-30,Winter,2011,Nov,18,0,Wednesday,Clear,0.34,0.303,49.0,0.3284,7,369,376,Weekday,Ideal,Non-Work Hours
7900,2011-11-30,Winter,2011,Nov,19,0,Wednesday,Misty,0.32,0.303,56.99999999999999,0.2836,6,273,279,Weekday,Ideal,Non-Work Hours
7901,2011-11-30,Winter,2011,Nov,20,0,Wednesday,Misty,0.32,0.303,56.99999999999999,0.2836,6,184,190,Weekday,Ideal,Non-Work Hours
7902,2011-11-30,Winter,2011,Nov,21,0,Wednesday,Clear,0.32,0.2879,53.0,0.3881,7,128,135,Weekday,Ideal,Non-Work Hours
7903,2011-11-30,Winter,2011,Nov,22,0,Wednesday,Clear,0.3,0.2727,56.00000000000001,0.2985,5,82,87,Weekday,Ideal,Non-Work Hours
7904,2011-11-30,Winter,2011,Nov,23,0,Wednesday,Clear,0.28,0.2576,52.0,0.2836,4,46,50,Weekday,Ideal,Non-Work Hours
7905,2011-12-01,Winter,2011,Dec,0,0,Thursday,Clear,0.28,0.2576,52.0,0.3284,1,19,20,Weekday,Ideal,Non-Work Hours
7906,2011-12-01,Winter,2011,Dec,1,0,Thursday,Clear,0.26,0.2424,60.0,0.2836,1,9,10,Weekday,Ideal,Non-Work Hours
7907,2011-12-01,Winter,2011,Dec,2,0,Thursday,Clear,0.26,0.2273,56.00000000000001,0.2985,1,8,9,Weekday,Ideal,Non-Work Hours
7908,2011-12-01,Winter,2011,Dec,3,0,Thursday,Clear,0.26,0.2424,56.00000000000001,0.2537,1,6,7,Weekday,Ideal,Non-Work Hours
7909,2011-12-01,Winter,2011,Dec,4,0,Thursday,Clear,0.26,0.2424,56.00000000000001,0.2836,0,1,1,Weekday,Ideal,Non-Work Hours
7910,2011-12-01,Winter,2011,Dec,5,0,Thursday,Clear,0.26,0.2424,56.00000000000001,0.2537,1,23,24,Weekday,Ideal,Non-Work Hours
7911,2011-12-01,Winter,2011,Dec,6,0,Thursday,Clear,0.24,0.2121,65.0,0.2836,5,92,97,Weekday,Terlalu Lembab,Non-Work Hours
7912,2011-12-01,Winter,2011,Dec,7,0,Thursday,Clear,0.24,0.2121,65.0,0.3582,11,265,276,Weekday,Terlalu Lembab,Work Hours
7913,2011-12-01,Winter,2011,Dec,8,0,Thursday,Clear,0.26,0.2273,60.0,0.3284,15,462,477,Weekday,Ideal,Work Hours
7914,2011-12-01,Winter,2011,Dec,9,0,Thursday,Clear,0.3,0.2727,52.0,0.3284,9,215,224,Weekday,Ideal,Work Hours
7915,2011-12-01,Winter,2011,Dec,10,0,Thursday,Clear,0.32,0.303,53.0,0.2985,7,86,93,Weekday,Ideal,Work Hours
7916,2011-12-01,Winter,2011,Dec,11,0,Thursday,Clear,0.34,0.3182,49.0,0.2537,7,95,102,Weekday,Ideal,Work Hours
7917,2011-12-01,Winter,2011,Dec,12,0,Thursday,Clear,0.36,0.3485,46.0,0.2239,9,139,148,Weekday,Ideal,Work Hours
7918,2011-12-01,Winter,2011,Dec,13,0,Thursday,Clear,0.4,0.4091,40.0,0.2239,17,137,154,Weekday,Terlalu kering,Work Hours
7919,2011-12-01,Winter,2011,Dec,14,0,Thursday,Clear,0.4,0.4091,40.0,0.2239,20,130,150,Weekday,Terlalu kering,Work Hours
7920,2011-12-01,Winter,2011,Dec,15,0,Thursday,Clear,0.4,0.4091,40.0,0.2239,10,144,154,Weekday,Terlalu kering,Work Hours
7921,2011-12-01,Winter,2011,Dec,16,0,Thursday,Clear,0.4,0.4091,40.0,0.194,9,192,201,Weekday,Terlalu kering,Work Hours
7922,2011-12-01,Winter,2011,Dec,17,0,Thursday,Clear,0.36,0.3485,46.0,0.1343,9,409,418,Weekday,Ideal,Non-Work Hours
7923,2011-12-01,Winter,2011,Dec,18,0,Thursday,Clear,0.36,0.3636,43.0,0.1045,12,393,405,Weekday,Terlalu kering,Non-Work Hours
7924,2011-12-01,Winter,2011,Dec,19,0,Thursday,Clear,0.34,0.3485,46.0,0.1045,9,219,228,Weekday,Ideal,Non-Work Hours
7925,2011-12-01,Winter,2011,Dec,20,0,Thursday,Clear,0.34,0.3485,46.0,0.1045,12,178,190,Weekday,Ideal,Non-Work Hours
7926,2011-12-01,Winter,2011,Dec,21,0,Thursday,Clear,0.3,0.3182,61.0,0.1045,8,154,162,Weekday,Ideal,Non-Work Hours
7927,2011-12-01,Winter,2011,Dec,22,0,Thursday,Clear,0.3,0.3333,61.0,0.0,5,99,104,Weekday,Ideal,Non-Work Hours
7928,2011-12-01,Winter,2011,Dec,23,0,Thursday,Clear,0.26,0.2879,70.0,0.0896,3,70,73,Weekday,Terlalu Lembab,Non-Work Hours
7929,2011-12-02,Winter,2011,Dec,0,0,Friday,Clear,0.26,0.2879,70.0,0.0896,6,32,38,Weekday,Terlalu Lembab,Non-Work Hours
7930,2011-12-02,Winter,2011,Dec,1,0,Friday,Clear,0.24,0.2879,75.0,0.0,1,14,15,Weekday,Terlalu Lembab,Non-Work Hours
7931,2011-12-02,Winter,2011,Dec,2,0,Friday,Clear,0.24,0.2879,75.0,0.0,0,10,10,Weekday,Terlalu Lembab,Non-Work Hours
7932,2011-12-02,Winter,2011,Dec,3,0,Friday,Clear,0.22,0.2727,80.0,0.0,0,1,1,Weekday,Terlalu Lembab,Non-Work Hours
7933,2011-12-02,Winter,2011,Dec,4,0,Friday,Clear,0.22,0.2727,80.0,0.0,0,3,3,Weekday,Terlalu Lembab,Non-Work Hours
7934,2011-12-02,Winter,2011,Dec,5,0,Friday,Clear,0.22,0.2576,80.0,0.0896,0,23,23,Weekday,Terlalu Lembab,Non-Work Hours
7935,2011-12-02,Winter,2011,Dec,6,0,Friday,Clear,0.22,0.2727,80.0,0.0,3,84,87,Weekday,Terlalu Lembab,Non-Work Hours
7936,2011-12-02,Winter,2011,Dec,7,0,Friday,Clear,0.22,0.2576,87.0,0.0896,6,199,205,Weekday,Terlalu Lembab,Work Hours
7937,2011-12-02,Winter,2011,Dec,8,0,Friday,Clear,0.24,0.2879,87.0,0.0,13,432,445,Weekday,Terlalu Lembab,Work Hours
7938,2011-12-02,Winter,2011,Dec,9,0,Friday,Clear,0.28,0.3182,81.0,0.0,12,234,246,Weekday,Terlalu Lembab,Work Hours
7939,2011-12-02,Winter,2011,Dec,10,0,Friday,Clear,0.3,0.2879,75.0,0.2239,16,89,105,Weekday,Terlalu Lembab,Work Hours
7940,2011-12-02,Winter,2011,Dec,11,0,Friday,Clear,0.34,0.3333,66.0,0.1642,18,142,160,Weekday,Terlalu Lembab,Work Hours
7941,2011-12-02,Winter,2011,Dec,12,0,Friday,Clear,0.36,0.3485,56.99999999999999,0.1343,18,186,204,Weekday,Ideal,Work Hours
7942,2011-12-02,Winter,2011,Dec,13,0,Friday,Clear,0.4,0.4091,47.0,0.1343,19,188,207,Weekday,Ideal,Work Hours
7943,2011-12-02,Winter,2011,Dec,14,0,Friday,Clear,0.42,0.4242,44.0,0.1045,25,145,170,Weekday,Terlalu kering,Work Hours
7944,2011-12-02,Winter,2011,Dec,15,0,Friday,Clear,0.42,0.4242,41.0,0.0896,24,175,199,Weekday,Terlalu kering,Work Hours
7945,2011-12-02,Winter,2011,Dec,16,0,Friday,Clear,0.42,0.4242,41.0,0.0896,22,254,276,Weekday,Terlalu kering,Work Hours
7946,2011-12-02,Winter,2011,Dec,17,0,Friday,Clear,0.42,0.4242,38.0,0.0,20,391,411,Weekday,Terlalu kering,Non-Work Hours
7947,2011-12-02,Winter,2011,Dec,18,0,Friday,Clear,0.4,0.4091,50.0,0.0,10,362,372,Weekday,Ideal,Non-Work Hours
7948,2011-12-02,Winter,2011,Dec,19,0,Friday,Clear,0.34,0.3182,53.0,0.2537,13,252,265,Weekday,Ideal,Non-Work Hours
7949,2011-12-02,Winter,2011,Dec,20,0,Friday,Clear,0.38,0.3939,40.0,0.2836,12,178,190,Weekday,Terlalu kering,Non-Work Hours
7950,2011-12-02,Winter,2011,Dec,21,0,Friday,Clear,0.34,0.3333,49.0,0.194,9,102,111,Weekday,Ideal,Non-Work Hours
7951,2011-12-02,Winter,2011,Dec,22,0,Friday,Clear,0.32,0.3182,53.0,0.194,7,95,102,Weekday,Ideal,Non-Work Hours
7952,2011-12-02,Winter,2011,Dec,23,0,Friday,Clear,0.32,0.303,53.0,0.2836,14,81,95,Weekday,Ideal,Non-Work Hours
7953,2011-12-03,Winter,2011,Dec,0,0,Saturday,Clear,0.3,0.2879,56.00000000000001,0.2537,10,65,75,Weekend,Ideal,Non-Work Hours
7954,2011-12-03,Winter,2011,Dec,1,0,Saturday,Clear,0.26,0.2576,65.0,0.194,9,62,71,Weekend,Terlalu Lembab,Non-Work Hours
7955,2011-12-03,Winter,2011,Dec,2,0,Saturday,Clear,0.26,0.2576,65.0,0.1642,9,41,50,Weekend,Terlalu Lembab,Non-Work Hours
7956,2011-12-03,Winter,2011,Dec,3,0,Saturday,Clear,0.24,0.2424,70.0,0.1343,4,5,9,Weekend,Terlalu Lembab,Non-Work Hours
7957,2011-12-03,Winter,2011,Dec,4,0,Saturday,Clear,0.22,0.2273,75.0,0.1343,1,7,8,Weekend,Terlalu Lembab,Non-Work Hours
7958,2011-12-03,Winter,2011,Dec,5,0,Saturday,Clear,0.24,0.2576,70.0,0.0896,0,6,6,Weekend,Terlalu Lembab,Non-Work Hours
7959,2011-12-03,Winter,2011,Dec,6,0,Saturday,Clear,0.24,0.2576,65.0,0.1045,1,10,11,Weekend,Terlalu Lembab,Non-Work Hours
7960,2011-12-03,Winter,2011,Dec,7,0,Saturday,Clear,0.22,0.2576,75.0,0.0896,2,24,26,Weekend,Terlalu Lembab,Work Hours
7961,2011-12-03,Winter,2011,Dec,8,0,Saturday,Clear,0.24,0.2576,75.0,0.0896,1,62,63,Weekend,Terlalu Lembab,Work Hours
7962,2011-12-03,Winter,2011,Dec,9,0,Saturday,Clear,0.26,0.2727,70.0,0.1045,25,99,124,Weekend,Terlalu Lembab,Work Hours
7963,2011-12-03,Winter,2011,Dec,10,0,Saturday,Clear,0.32,0.3333,61.0,0.1343,22,173,195,Weekend,Ideal,Work Hours
7964,2011-12-03,Winter,2011,Dec,11,0,Saturday,Clear,0.32,0.3333,56.99999999999999,0.0896,48,227,275,Weekend,Ideal,Work Hours
7965,2011-12-03,Winter,2011,Dec,12,0,Saturday,Clear,0.36,0.3788,50.0,0.0,78,280,358,Weekend,Ideal,Work Hours
7966,2011-12-03,Winter,2011,Dec,13,0,Saturday,Clear,0.36,0.3636,50.0,0.0896,70,222,292,Weekend,Ideal,Work Hours
7967,2011-12-03,Winter,2011,Dec,14,0,Saturday,Clear,0.36,0.3788,46.0,0.0,92,251,343,Weekend,Ideal,Work Hours
7968,2011-12-03,Winter,2011,Dec,15,0,Saturday,Clear,0.38,0.3939,46.0,0.0,100,237,337,Weekend,Ideal,Work Hours
7969,2011-12-03,Winter,2011,Dec,16,0,Saturday,Clear,0.38,0.3939,46.0,0.0,75,230,305,Weekend,Ideal,Work Hours
7970,2011-12-03,Winter,2011,Dec,17,0,Saturday,Clear,0.36,0.3788,62.0,0.0,46,186,232,Weekend,Ideal,Non-Work Hours
7971,2011-12-03,Winter,2011,Dec,18,0,Saturday,Clear,0.34,0.3333,53.0,0.1343,31,193,224,Weekend,Ideal,Non-Work Hours
7972,2011-12-03,Winter,2011,Dec,19,0,Saturday,Clear,0.3,0.3182,61.0,0.0896,31,144,175,Weekend,Ideal,Non-Work Hours
7973,2011-12-03,Winter,2011,Dec,20,0,Saturday,Clear,0.3,0.3182,61.0,0.0896,17,110,127,Weekend,Ideal,Non-Work Hours
7974,2011-12-03,Winter,2011,Dec,21,0,Saturday,Misty,0.3,0.3182,61.0,0.0896,5,104,109,Weekend,Ideal,Non-Work Hours
7975,2011-12-03,Winter,2011,Dec,22,0,Saturday,Misty,0.32,0.3333,61.0,0.0896,17,97,114,Weekend,Ideal,Non-Work Hours
7976,2011-12-03,Winter,2011,Dec,23,0,Saturday,Clear,0.3,0.303,70.0,0.1343,12,73,85,Weekend,Terlalu Lembab,Non-Work Hours
7977,2011-12-04,Winter,2011,Dec,0,0,Sunday,Clear,0.3,0.3182,70.0,0.1045,19,64,83,Weekend,Terlalu Lembab,Non-Work Hours
7978,2011-12-04,Winter,2011,Dec,1,0,Sunday,Clear,0.3,0.3182,75.0,0.0896,20,54,74,Weekend,Terlalu Lembab,Non-Work Hours
7979,2011-12-04,Winter,2011,Dec,2,0,Sunday,Clear,0.26,0.303,81.0,0.0,11,51,62,Weekend,Terlalu Lembab,Non-Work Hours
7980,2011-12-04,Winter,2011,Dec,3,0,Sunday,Clear,0.28,0.3182,75.0,0.0,7,34,41,Weekend,Terlalu Lembab,Non-Work Hours
7981,2011-12-04,Winter,2011,Dec,4,0,Sunday,Clear,0.26,0.303,87.0,0.0,2,9,11,Weekend,Terlalu Lembab,Non-Work Hours
7982,2011-12-04,Winter,2011,Dec,5,0,Sunday,Clear,0.26,0.303,81.0,0.0,2,2,4,Weekend,Terlalu Lembab,Non-Work Hours
7983,2011-12-04,Winter,2011,Dec,6,0,Sunday,Clear,0.24,0.2879,93.0,0.0,1,3,4,Weekend,Terlalu Lembab,Non-Work Hours
7984,2011-12-04,Winter,2011,Dec,7,0,Sunday,Clear,0.26,0.303,87.0,0.0,3,23,26,Weekend,Terlalu Lembab,Work Hours
7985,2011-12-04,Winter,2011,Dec,8,0,Sunday,Clear,0.26,0.303,87.0,0.0,7,48,55,Weekend,Terlalu Lembab,Work Hours
7986,2011-12-04,Winter,2011,Dec,9,0,Sunday,Clear,0.3,0.3333,81.0,0.0,12,114,126,Weekend,Terlalu Lembab,Work Hours
7987,2011-12-04,Winter,2011,Dec,10,0,Sunday,Clear,0.32,0.3333,81.0,0.1343,36,180,216,Weekend,Terlalu Lembab,Work Hours
7988,2011-12-04,Winter,2011,Dec,11,0,Sunday,Clear,0.34,0.3333,81.0,0.1642,48,206,254,Weekend,Terlalu Lembab,Work Hours
7989,2011-12-04,Winter,2011,Dec,12,0,Sunday,Clear,0.36,0.3485,81.0,0.1642,82,247,329,Weekend,Terlalu Lembab,Work Hours
7990,2011-12-04,Winter,2011,Dec,13,0,Sunday,Clear,0.4,0.4091,66.0,0.2239,88,269,357,Weekend,Terlalu Lembab,Work Hours
7991,2011-12-04,Winter,2011,Dec,14,0,Sunday,Clear,0.42,0.4242,62.0,0.1343,77,246,323,Weekend,Ideal,Work Hours
7992,2011-12-04,Winter,2011,Dec,15,0,Sunday,Clear,0.42,0.4242,62.0,0.194,69,227,296,Weekend,Ideal,Work Hours
7993,2011-12-04,Winter,2011,Dec,16,0,Sunday,Clear,0.42,0.4242,57.99999999999999,0.2239,64,266,330,Weekend,Ideal,Work Hours
7994,2011-12-04,Winter,2011,Dec,17,0,Sunday,Clear,0.38,0.3939,76.0,0.1343,38,207,245,Weekend,Terlalu Lembab,Non-Work Hours
7995,2011-12-04,Winter,2011,Dec,18,0,Sunday,Clear,0.38,0.3939,71.0,0.0,10,161,171,Weekend,Terlalu Lembab,Non-Work Hours
7996,2011-12-04,Winter,2011,Dec,19,0,Sunday,Clear,0.38,0.3939,76.0,0.0,15,158,173,Weekend,Terlalu Lembab,Non-Work Hours
7997,2011-12-04,Winter,2011,Dec,20,0,Sunday,Clear,0.36,0.3485,76.0,0.1343,8,116,124,Weekend,Terlalu Lembab,Non-Work Hours
7998,2011-12-04,Winter,2011,Dec,21,0,Sunday,Clear,0.36,0.3636,81.0,0.1045,7,65,72,Weekend,Terlalu Lembab,Non-Work Hours
7999,2011-12-04,Winter,2011,Dec,22,0,Sunday,Clear,0.34,0.3485,87.0,0.1045,5,59,64,Weekend,Terlalu Lembab,Non-Work Hours
8000,2011-12-04,Winter,2011,Dec,23,0,Sunday,Clear,0.34,0.3485,87.0,0.1045,3,42,45,Weekend,Terlalu Lembab,Non-Work Hours
8001,2011-12-05,Winter,2011,Dec,0,0,Monday,Clear,0.32,0.3333,87.0,0.0896,3,21,24,Weekday,Terlalu Lembab,Non-Work Hours
8002,2011-12-05,Winter,2011,Dec,1,0,Monday,Clear,0.32,0.3485,87.0,0.0,2,10,12,Weekday,Terlalu Lembab,Non-Work Hours
8003,2011-12-05,Winter,2011,Dec,2,0,Monday,Clear,0.32,0.3485,87.0,0.0,0,8,8,Weekday,Terlalu Lembab,Non-Work Hours
8004,2011-12-05,Winter,2011,Dec,3,0,Monday,Clear,0.32,0.3485,87.0,0.0,0,2,2,Weekday,Terlalu Lembab,Non-Work Hours
8005,2011-12-05,Winter,2011,Dec,4,0,Monday,Clear,0.3,0.3182,87.0,0.1045,0,7,7,Weekday,Terlalu Lembab,Non-Work Hours
8006,2011-12-05,Winter,2011,Dec,5,0,Monday,Clear,0.3,0.3182,87.0,0.1045,1,24,25,Weekday,Terlalu Lembab,Non-Work Hours
8007,2011-12-05,Winter,2011,Dec,6,0,Monday,Clear,0.3,0.3182,93.0,0.0896,1,89,90,Weekday,Terlalu Lembab,Non-Work Hours
8008,2011-12-05,Winter,2011,Dec,7,0,Monday,Clear,0.32,0.3485,90.0,0.0,9,274,283,Weekday,Terlalu Lembab,Work Hours
8009,2011-12-05,Winter,2011,Dec,8,0,Monday,Clear,0.32,0.3485,93.0,0.0,12,392,404,Weekday,Terlalu Lembab,Work Hours
8010,2011-12-05,Winter,2011,Dec,9,0,Monday,Misty,0.36,0.3636,87.0,0.0896,12,178,190,Weekday,Terlalu Lembab,Work Hours
8011,2011-12-05,Winter,2011,Dec,10,0,Monday,Misty,0.36,0.3636,87.0,0.0896,9,78,87,Weekday,Terlalu Lembab,Work Hours
8012,2011-12-05,Winter,2011,Dec,11,0,Monday,Misty,0.36,0.3636,87.0,0.0896,17,106,123,Weekday,Terlalu Lembab,Work Hours
8013,2011-12-05,Winter,2011,Dec,12,0,Monday,Misty,0.4,0.4091,76.0,0.1045,29,125,154,Weekday,Terlalu Lembab,Work Hours
8014,2011-12-05,Winter,2011,Dec,13,0,Monday,Misty,0.42,0.4242,71.0,0.0896,18,153,171,Weekday,Terlalu Lembab,Work Hours
8015,2011-12-05,Winter,2011,Dec,14,0,Monday,Misty,0.46,0.4545,67.0,0.0,7,126,133,Weekday,Terlalu Lembab,Work Hours
8016,2011-12-05,Winter,2011,Dec,15,0,Monday,Misty,0.46,0.4545,72.0,0.0896,16,132,148,Weekday,Terlalu Lembab,Work Hours
8017,2011-12-05,Winter,2011,Dec,16,0,Monday,Clear,0.5,0.4848,63.0,0.0896,10,238,248,Weekday,Ideal,Work Hours
8018,2011-12-05,Winter,2011,Dec,17,0,Monday,Clear,0.42,0.4242,77.0,0.0,16,430,446,Weekday,Terlalu Lembab,Non-Work Hours
8019,2011-12-05,Winter,2011,Dec,18,0,Monday,Clear,0.44,0.4394,77.0,0.0,13,386,399,Weekday,Terlalu Lembab,Non-Work Hours
8020,2011-12-05,Winter,2011,Dec,19,0,Monday,Misty,0.46,0.4545,77.0,0.0,13,295,308,Weekday,Terlalu Lembab,Non-Work Hours
8021,2011-12-05,Winter,2011,Dec,20,0,Monday,Misty,0.46,0.4545,82.0,0.1045,15,190,205,Weekday,Terlalu Lembab,Non-Work Hours
8022,2011-12-05,Winter,2011,Dec,21,0,Monday,Misty,0.44,0.4394,88.0,0.0896,10,166,176,Weekday,Terlalu Lembab,Non-Work Hours
8023,2011-12-05,Winter,2011,Dec,22,0,Monday,Misty,0.44,0.4394,88.0,0.1343,12,94,106,Weekday,Terlalu Lembab,Non-Work Hours
8024,2011-12-05,Winter,2011,Dec,23,0,Monday,Misty,0.46,0.4545,88.0,0.1343,8,54,62,Weekday,Terlalu Lembab,Non-Work Hours
8025,2011-12-06,Winter,2011,Dec,0,0,Tuesday,Misty,0.5,0.4848,77.0,0.2985,3,25,28,Weekday,Terlalu Lembab,Non-Work Hours
8026,2011-12-06,Winter,2011,Dec,1,0,Tuesday,Misty,0.46,0.4545,88.0,0.2985,2,14,16,Weekday,Terlalu Lembab,Non-Work Hours
8027,2011-12-06,Winter,2011,Dec,2,0,Tuesday,Misty,0.46,0.4545,87.0,0.194,0,3,3,Weekday,Terlalu Lembab,Non-Work Hours
8028,2011-12-06,Winter,2011,Dec,3,0,Tuesday,Misty,0.46,0.4545,87.0,0.194,0,3,3,Weekday,Terlalu Lembab,Non-Work Hours
8029,2011-12-06,Winter,2011,Dec,4,0,Tuesday,Light_rainsnow,0.46,0.4545,88.0,0.2239,0,7,7,Weekday,Terlalu Lembab,Non-Work Hours
8030,2011-12-06,Winter,2011,Dec,5,0,Tuesday,Light_rainsnow,0.46,0.4545,88.0,0.2239,0,20,20,Weekday,Terlalu Lembab,Non-Work Hours
8031,2011-12-06,Winter,2011,Dec,6,0,Tuesday,Misty,0.44,0.4394,94.0,0.2836,5,81,86,Weekday,Terlalu Lembab,Non-Work Hours
8032,2011-12-06,Winter,2011,Dec,7,0,Tuesday,Misty,0.46,0.4545,94.0,0.194,7,227,234,Weekday,Terlalu Lembab,Work Hours
8033,2011-12-06,Winter,2011,Dec,8,0,Tuesday,Misty,0.46,0.4545,94.0,0.194,13,401,414,Weekday,Terlalu Lembab,Work Hours
8034,2011-12-06,Winter,2011,Dec,9,0,Tuesday,Misty,0.46,0.4545,94.0,0.2239,4,200,204,Weekday,Terlalu Lembab,Work Hours
8035,2011-12-06,Winter,2011,Dec,10,0,Tuesday,Light_rainsnow,0.46,0.4545,94.0,0.2836,6,44,50,Weekday,Terlalu Lembab,Work Hours
8036,2011-12-06,Winter,2011,Dec,11,0,Tuesday,Light_rainsnow,0.46,0.4545,94.0,0.2537,4,28,32,Weekday,Terlalu Lembab,Work Hours
8037,2011-12-06,Winter,2011,Dec,12,0,Tuesday,Light_rainsnow,0.46,0.4545,100.0,0.2239,5,50,55,Weekday,Terlalu Lembab,Work Hours
8038,2011-12-06,Winter,2011,Dec,13,0,Tuesday,Light_rainsnow,0.46,0.4545,100.0,0.194,6,65,71,Weekday,Terlalu Lembab,Work Hours
8039,2011-12-06,Winter,2011,Dec,14,0,Tuesday,Light_rainsnow,0.48,0.4697,100.0,0.2239,6,69,75,Weekday,Terlalu Lembab,Work Hours
8040,2011-12-06,Winter,2011,Dec,15,0,Tuesday,Light_rainsnow,0.5,0.4848,100.0,0.194,2,43,45,Weekday,Terlalu Lembab,Work Hours
8041,2011-12-06,Winter,2011,Dec,16,0,Tuesday,Light_rainsnow,0.46,0.4545,100.0,0.2537,4,84,88,Weekday,Terlalu Lembab,Work Hours
8042,2011-12-06,Winter,2011,Dec,17,0,Tuesday,Misty,0.46,0.4545,100.0,0.2239,13,249,262,Weekday,Terlalu Lembab,Non-Work Hours
8043,2011-12-06,Winter,2011,Dec,18,0,Tuesday,Misty,0.46,0.4545,100.0,0.2836,17,287,304,Weekday,Terlalu Lembab,Non-Work Hours
8044,2011-12-06,Winter,2011,Dec,19,0,Tuesday,Light_rainsnow,0.46,0.4545,100.0,0.2985,10,223,233,Weekday,Terlalu Lembab,Non-Work Hours
8045,2011-12-06,Winter,2011,Dec,20,0,Tuesday,Light_rainsnow,0.46,0.4545,100.0,0.2985,3,107,110,Weekday,Terlalu Lembab,Non-Work Hours
8046,2011-12-06,Winter,2011,Dec,21,0,Tuesday,Misty,0.44,0.4394,100.0,0.194,6,108,114,Weekday,Terlalu Lembab,Non-Work Hours
